as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator
2016,7197000003,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,275,Not applicable,3,Loan originated,1,"Atlanta, Sandy Springs, Roswell - GA",12060.0,Georgia,GA,13.0,Cobb County,67.0,302.18,"Information not provided by applicant in mail, Internet, or telephone application",3,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,White,5,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,Female,2,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,141097,4775.0,17.149999618530273,67200.0,156.41000366210938,1500.0,1647.0,0
2016,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,384,Preapproval was not requested,2,Loan originated,1,"Phoenix, Mesa, Scottsdale - AZ",38060.0,Arizona,AZ,4.0,Maricopa County,13.0,1083.01,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,120.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,180078,3405.0,16.209999084472656,62900.0,211.8699951171875,1362.0,1492.0,0
2016,43-1965151,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,77,Preapproval was not requested,2,Loan originated,1,,,Maine,ME,23.0,Oxford County,17.0,9668.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,23.0,Private securitization,5,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,44390,2745.0,2.190000057220459,55300.0,103.69000244140624,874.0,1995.0,0
2016,0000005481,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,23,Not applicable,3,Loan originated,1,Pittsburgh - PA,38300.0,Pennsylvania,PA,42.0,Allegheny County,3.0,4970.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,105.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,19,1072.0,1.8700000047683716,70600.0,93.0,395.0,495.0,0
2016,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,417,Not applicable,3,Loan originated,1,"Miami, Miami Beach, Kendall - FL",33124.0,Florida,FL,12.0,Miami-Dade County,86.0,62.03,Not Hispanic or Latino,2,No co-applicant,5,Asian,2,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,163.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,478257,1969.0,70.33999633789062,48100.0,173.52000427246094,314.0,470.0,0
2016,0000852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,341,Not applicable,3,Loan originated,1,"Seattle, Bellevue, Everett - WA",42644.0,Washington,WA,53.0,King County,33.0,231.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,155.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,85062,3792.0,31.13999938964844,90300.0,87.91000366210938,1159.0,1443.0,0
2016,0000878898,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,15,Not applicable,3,Loan originated,1,"Fort Worth, Arlington - TX",23104.0,Texas,TX,48.0,Parker County,367.0,1407.06,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,140.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not secured by a lien,3,,,3599,6557.0,8.600000381469727,69300.0,158.41000366210938,2103.0,2309.0,0
2016,0000143662,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,108,Preapproval was not requested,2,Application withdrawn by applicant,4,"Bend, Redmond - OR",13460.0,Oregon,OR,41.0,Deschutes County,17.0,7.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,62.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,8718,7670.0,11.970000267028809,59700.0,95.5500030517578,2217.0,3140.0,0
2016,13-6131491,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,143,Not applicable,3,Application denied by financial institution,3,"Dallas, Plano, Irving - TX",19124.0,Texas,TX,48.0,Dallas County,113.0,24.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,65.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,160934,3727.0,92.41000366210938,71700.0,48.41999816894531,487.0,1101.0,0
2016,7079100007,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,221,Preapproval was requested,1,Loan originated,1,"Allentown, Bethlehem, Easton - PA, NJ",10900.0,Pennsylvania,PA,42.0,Lehigh County,77.0,63.02,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,70.0,Other type of purchaser,9,,,,,,,1.97,Not a HOEPA loan,2,Secured by a first lien,1,,,302,6899.0,19.049999237060547,70900.0,119.86000061035156,2108.0,2419.0,0
2016,7197000003,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,101,Not applicable,3,Loan originated,1,Rockford - IL,40420.0,Illinois,IL,17.0,Winnebago County,201.0,39.04,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,73.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,86574,4895.0,8.270000457763672,58000.0,115.83999633789062,1243.0,1704.0,0
2016,26-0021318,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,397,Not applicable,3,Loan originated,1,"Los Angeles, Long Beach, Glendale - CA",31084.0,California,CA,6.0,Los Angeles County,37.0,5743.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,124.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,29648,5795.0,31.059999465942383,62400.0,180.2599945068359,1762.0,1938.0,0
2016,1611300007,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,499,Preapproval was requested,1,Loan originated,1,"Baltimore, Columbia, Towson - MD",12580.0,Maryland,MD,24.0,Anne Arundel County,3.0,7021.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,99.0,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,4794,6722.0,9.210000038146973,86700.0,128.55999755859375,2165.0,2674.0,0
2016,0000480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,157,Not applicable,3,Loan originated,1,"Phoenix, Mesa, Scottsdale - AZ",38060.0,Arizona,AZ,4.0,Maricopa County,13.0,1118.0,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,108.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,223220,3487.0,24.3799991607666,62900.0,144.5399932861328,1201.0,1475.0,0
2016,0000006694,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,945,Not applicable,3,Loan originated,1,"Harrisburg, Carlisle - PA",25420.0,Pennsylvania,PA,42.0,Dauphin County,43.0,241.05,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,227.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,2143,5671.0,13.210000038146973,72500.0,148.8699951171875,1704.0,1980.0,0
2016,0000480228,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,220,Not applicable,3,Loan originated,1,"Hartford, West Hartford, East Hartford - CT",25540.0,Connecticut,CT,9.0,Hartford County,3.0,4306.02,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,138.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,201961,3505.0,9.220000267028809,86000.0,98.37999725341795,1113.0,1316.0,0
2016,61-1306242,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,97,Preapproval was requested,1,Preapproval request denied by financial institution,7,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,7452,,,,,,,0
2016,0000143662,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,71,Preapproval was not requested,2,Loan originated,1,,,Washington,WA,53.0,Klickitat County,39.0,9501.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,73.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,13705,8325.0,13.8100004196167,55600.0,71.16999816894531,2572.0,3805.0,0
2016,7927200007,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,102,Not applicable,3,Loan originated,1,,,Pennsylvania,PA,42.0,Mifflin County,87.0,9601.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,54.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,68,3863.0,1.4800000190734863,56000.0,96.19000244140624,1373.0,2031.0,0
2016,7197000003,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,210,Not applicable,3,Loan originated,1,Modesto - CA,33700.0,California,CA,6.0,Stanislaus County,99.0,9.06,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,46.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,64372,5810.0,34.79999923706055,56800.0,101.18000030517578,1475.0,2034.0,0
2016,0000061650,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,131,Not applicable,3,Application denied by financial institution,3,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,70.04,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,50.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,7563,7533.0,78.5199966430664,69900.0,62.880001068115234,1132.0,1643.0,0
2016,0000000110,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,33,Not applicable,3,Loan originated,1,"Fort Smith - AR, OK",22900.0,Arkansas,AR,5.0,Crawford County,33.0,206.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,95.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,98,9826.0,8.5600004196167,48100.0,99.43000030517578,2537.0,3485.0,0
2016,31-1197926,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,625,Not applicable,3,Loan purchased by the institution,6,"Washington, Arlington, Alexandria - DC, VA, MD, WV",47894.0,Virginia,VA,51.0,Fairfax County,59.0,4805.03,Not Hispanic or Latino,2,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,209.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,54102,3401.0,29.61000061035156,105700.0,139.6699981689453,972.0,1217.0,2
2016,36-4176531,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,211,Not applicable,3,Loan originated,1,Elgin - IL,20994.0,Illinois,IL,17.0,Kane County,89.0,8529.03,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,,"Commercial bank, savings bank or savings association",6,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,1335,5525.0,50.95000076293945,82500.0,87.63999938964844,1603.0,1503.0,0
2016,20-8745846,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,228,Not applicable,3,Loan originated,1,"Birmingham, Hoover - AL",13820.0,Alabama,AL,1.0,St. Clair County,115.0,401.03,Not Hispanic or Latino,2,Not Hispanic or Latino,2,American Indian or Alaska Native,1,Black or African American,3.0,,,,,,,American Indian or Alaska Native,1,Black or African American,3.0,,,,,,,Male,1,Female,2,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,Quality edit failure only,6.0,35704,8758.0,12.829999923706056,62500.0,94.37000274658205,2075.0,2547.0,0
2016,26-0813134,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,124,Preapproval was not requested,2,Loan originated,1,"Tampa, St. Petersburg, Clearwater - FL",45300.0,Florida,FL,12.0,Pasco County,101.0,302.02,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,32.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,3817,3132.0,7.059999942779541,59200.0,93.16000366210938,1314.0,2251.0,0
2016,01-0726495,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,195,Not applicable,3,Application withdrawn by applicant,4,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,Riverside County,65.0,432.35,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,54.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,62409,3742.0,53.689998626708984,61400.0,156.3000030517578,820.0,1042.0,0
